leg,game_idx,task_type,won,steps,invalid_actions,tokens_in,tokens_out,elapsed_s,gamefile
L3-experiment-student-inj-cold,8,pick_heat_then_place,0,49,20,0,0,272.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_171933_349922/game.tw-pddl
L3-experiment-student-inj-cold,9,pick_and_place,0,49,42,0,0,225.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SaltShaker-None-Drawer-10/trial_T20190909_021728_339782/game.tw-pddl
L3-experiment-student-inj-cold,10,pick_clean_then_place,0,49,14,0,0,202.5,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Bowl-None-Cabinet-10/trial_T20190909_061130_844814/game.tw-pddl
L3-experiment-student-inj-cold,11,pick_and_place,0,49,46,0,0,202.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Vase-None-Safe-219/trial_T20190908_205204_244321/game.tw-pddl
L3-experiment-student-inj-cold,12,pick_cool_then_place,0,49,41,0,0,184.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Potato-None-Microwave-10/trial_T20190907_033157_424297/game.tw-pddl
L3-experiment-student-inj-cold,13,pick_cool_then_place,0,49,24,0,0,221.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_183715_299073/game.tw-pddl
L3-experiment-student-inj-cold,14,pick_heat_then_place,0,49,2,0,0,206.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Egg-None-GarbageCan-10/trial_T20190908_113610_425142/game.tw-pddl
L3-experiment-student-inj-cold,15,pick_cool_then_place,0,49,39,0,0,209.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_183853_958104/game.tw-pddl
L3-experiment-student-inj-cold,16,pick_heat_then_place,0,49,22,0,0,236.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Cup-None-Cabinet-10/trial_T20190907_083346_800823/game.tw-pddl
L3-experiment-student-inj-cold,17,pick_clean_then_place,0,49,16,0,0,214.5,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_221355_558505/game.tw-pddl
L3-experiment-student-inj-cold,18,pick_clean_then_place,0,49,37,0,0,200.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-424/trial_T20190908_214926_337906/game.tw-pddl
L3-experiment-student-inj-cold,19,pick_heat_then_place,0,49,8,0,0,245.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Cup-None-Cabinet-10/trial_T20190907_083507_594820/game.tw-pddl
L3-experiment-student-inj-cold,20,pick_clean_then_place,0,49,35,0,0,178.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Knife-None-CounterTop-10/trial_T20190909_110347_624008/game.tw-pddl
L3-experiment-student-inj-cold,21,pick_clean_then_place,0,49,11,0,0,245.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Cloth-None-CounterTop-424/trial_T20190908_114340_674467/game.tw-pddl
L3-experiment-student-inj-cold,22,look_at_obj,1,34,8,0,0,210.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Bowl-None-DeskLamp-308/trial_T20190907_133953_562557/game.tw-pddl
L3-experiment-student-inj-cold,23,pick_clean_then_place,0,49,23,0,0,188.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Egg-None-Microwave-10/trial_T20190909_120712_273910/game.tw-pddl
L3-experiment-student-inj-cold,24,pick_and_place,0,49,25,0,0,179.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-PepperShaker-None-Drawer-10/trial_T20190906_184021_215264/game.tw-pddl
L3-experiment-student-inj-cold,25,pick_and_place,0,49,44,0,0,198.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Pencil-None-Shelf-308/trial_T20190908_122024_052056/game.tw-pddl
L3-experiment-student-inj-cold,26,pick_and_place,0,49,27,0,0,160.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SoapBottle-None-Toilet-424/trial_T20190907_004404_604165/game.tw-pddl
L3-experiment-student-inj-cold,27,pick_and_place,0,49,23,0,0,188.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SaltShaker-None-Cabinet-10/trial_T20190906_191501_563086/game.tw-pddl
L3-experiment-student-inj-cold,28,pick_and_place,0,49,33,0,0,161.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SaltShaker-None-Cabinet-10/trial_T20190906_191429_743650/game.tw-pddl
L3-experiment-student-inj-cold,29,pick_cool_then_place,0,49,19,0,0,218.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Lettuce-None-CounterTop-10/trial_T20190909_174807_646433/game.tw-pddl
L3-experiment-student-inj-cold,30,pick_and_place,0,49,46,0,0,208.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Watch-None-Safe-219/trial_T20190907_074556_124850/game.tw-pddl
L3-experiment-student-inj-cold,31,pick_heat_then_place,0,49,12,0,0,269.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Apple-None-GarbageCan-10/trial_T20190908_145050_918567/game.tw-pddl
L3-experiment-student-inj-cold,32,pick_heat_then_place,0,49,23,0,0,231.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Apple-None-GarbageCan-10/trial_T20190908_145356_918528/game.tw-pddl
L3-experiment-student-inj-cold,33,look_at_obj,1,34,4,0,0,195.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-CD-None-DeskLamp-308/trial_T20190908_141942_810052/game.tw-pddl
L3-experiment-student-inj-cold,34,pick_cool_then_place,1,5,0,0,0,47.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_114622_738670/game.tw-pddl
L3-experiment-student-inj-cold,35,pick_two_obj,0,49,46,0,0,315.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-Pillow-None-Sofa-219/trial_T20190907_163327_486300/game.tw-pddl
L3-experiment-student-inj-cold,36,pick_heat_then_place,0,49,12,0,0,260.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Cup-None-Cabinet-10/trial_T20190907_083429_887065/game.tw-pddl
L3-experiment-student-inj-cold,37,pick_clean_then_place,0,49,32,0,0,178.5,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Knife-None-CounterTop-10/trial_T20190909_110531_148235/game.tw-pddl
L3-experiment-student-inj-cold,38,look_at_obj,0,49,9,0,0,267.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-AlarmClock-None-DeskLamp-308/trial_T20190908_222933_607649/game.tw-pddl
L3-experiment-student-inj-cold,39,pick_cool_then_place,0,49,14,0,0,262.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_183807_477267/game.tw-pddl
L3-experiment-student-inj-cold,40,pick_cool_then_place,0,49,35,0,0,217.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Bread-None-CounterTop-10/trial_T20190908_091811_414150/game.tw-pddl
L3-experiment-student-inj-cold,41,look_at_obj,1,30,6,0,0,192.5,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Pencil-None-DeskLamp-308/trial_T20190908_220656_510400/game.tw-pddl
L3-experiment-student-inj-cold,42,pick_two_obj,0,49,46,0,0,359.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-KeyChain-None-Safe-219/trial_T20190909_012027_782483/game.tw-pddl
L3-experiment-student-inj-cold,43,pick_two_obj,0,49,36,0,0,190.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-PepperShaker-None-Drawer-10/trial_T20190908_010306_215435/game.tw-pddl
L3-experiment-student-inj-cold,44,pick_cool_then_place,0,49,6,0,0,224.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_114545_244903/game.tw-pddl
L3-experiment-student-inj-cold,45,pick_and_place,0,49,43,0,0,196.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Pencil-None-Shelf-308/trial_T20190908_121952_610012/game.tw-pddl
L3-experiment-student-inj-cold,46,pick_and_place,0,49,28,0,0,162.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SoapBottle-None-Toilet-424/trial_T20190907_004321_405868/game.tw-pddl
L3-experiment-student-inj-cold,47,pick_two_obj,0,49,23,0,0,236.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-PepperShaker-None-Drawer-10/trial_T20190912_221016_460197/game.tw-pddl
L3-experiment-student-inj-cold,48,pick_clean_then_place,0,49,14,0,0,243.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Plate-None-CounterTop-10/trial_T20190908_213533_897289/game.tw-pddl
L3-experiment-student-inj-cold,49,pick_heat_then_place,0,49,21,0,0,272.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Egg-None-GarbageCan-10/trial_T20190908_113523_123938/game.tw-pddl
L3-experiment-student-inj-cold,50,pick_cool_then_place,0,49,25,0,0,219.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Potato-None-Microwave-10/trial_T20190907_033228_194678/game.tw-pddl
L3-experiment-student-inj-cold,51,pick_and_place,0,49,44,0,0,203.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Mug-None-Desk-308/trial_T20190909_210238_431966/game.tw-pddl
L3-experiment-student-inj-cold,52,pick_heat_then_place,0,49,11,0,0,296.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Potato-None-GarbageCan-10/trial_T20190907_161853_945788/game.tw-pddl
L3-experiment-student-inj-cold,53,pick_two_obj,0,49,17,0,0,272.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-SoapBar-None-Cabinet-424/trial_T20190909_081746_857594/game.tw-pddl
L3-experiment-student-inj-cold,54,pick_heat_then_place,0,49,30,0,0,250.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Apple-None-Fridge-10/trial_T20190906_182259_116320/game.tw-pddl
L3-experiment-student-inj-cold,55,pick_two_obj,0,49,46,0,0,584.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-Pillow-None-Sofa-219/trial_T20190907_163408_914117/game.tw-pddl
L3-experiment-student-inj-cold,56,pick_clean_then_place,0,49,17,0,0,419.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_221208_560499/game.tw-pddl
L3-experiment-student-inj-cold,57,pick_and_place,0,49,35,0,0,369.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-PepperShaker-None-Drawer-10/trial_T20190918_154326_823501/game.tw-pddl
L3-experiment-student-inj-cold,58,pick_and_place,0,49,46,0,0,367.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Watch-None-Safe-219/trial_T20190907_074524_006355/game.tw-pddl
L3-experiment-student-inj-cold,59,pick_heat_then_place,0,49,8,0,0,326.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Tomato-None-GarbageCan-10/trial_T20190908_225359_617900/game.tw-pddl
L3-experiment-student-inj-cold,60,look_at_obj,1,36,2,0,0,241.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Book-None-DeskLamp-308/trial_T20190908_020048_814402/game.tw-pddl
L3-experiment-student-inj-cold,61,pick_cool_then_place,0,49,6,0,0,226.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Potato-None-Microwave-10/trial_T20190907_033306_962974/game.tw-pddl
L3-experiment-student-inj-cold,62,look_at_obj,0,49,10,0,0,307.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-CD-None-DeskLamp-308/trial_T20190908_141958_463362/game.tw-pddl
L3-experiment-student-inj-cold,63,pick_heat_then_place,0,49,17,0,0,253.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_171806_406231/game.tw-pddl
L3-experiment-student-inj-cold,64,look_at_obj,1,35,11,0,0,240.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Pencil-None-DeskLamp-308/trial_T20190908_220545_153480/game.tw-pddl
L3-experiment-student-inj-cold,65,pick_clean_then_place,0,49,12,0,0,227.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-424/trial_T20190908_215019_162873/game.tw-pddl
L3-experiment-student-inj-cold,66,pick_heat_then_place,0,49,8,0,0,268.5,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Apple-None-Fridge-10/trial_T20190906_182435_622538/game.tw-pddl
L3-experiment-student-inj-cold,67,look_at_obj,0,49,9,0,0,219.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Book-None-DeskLamp-308/trial_T20190908_144951_587345/game.tw-pddl
L3-experiment-student-inj-cold,68,pick_heat_then_place,0,49,18,0,0,265.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_021200_669381/game.tw-pddl
L3-experiment-student-inj-cold,69,look_at_obj,0,49,33,0,0,281.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Bowl-None-DeskLamp-308/trial_T20190907_133935_066606/game.tw-pddl
L3-experiment-student-inj-cold,70,pick_two_obj,0,49,24,0,0,279.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-Pillow-None-Sofa-219/trial_T20190907_163240_345855/game.tw-pddl
L3-experiment-student-inj-cold,71,pick_heat_then_place,0,49,15,0,0,277.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_171850_960211/game.tw-pddl
L3-experiment-student-inj-cold,72,pick_cool_then_place,0,49,6,0,0,200.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Tomato-None-Microwave-10/trial_T20190909_102608_318800/game.tw-pddl
L3-experiment-student-inj-cold,73,pick_and_place,0,49,16,0,0,217.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Mug-None-Desk-308/trial_T20190908_125200_737896/game.tw-pddl
L3-experiment-student-inj-cold,74,pick_clean_then_place,0,49,8,0,0,249.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Egg-None-Microwave-10/trial_T20190909_120554_888709/game.tw-pddl
L3-experiment-student-inj-cold,75,pick_heat_then_place,0,49,15,0,0,302.6,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Tomato-None-GarbageCan-10/trial_T20190908_225046_020282/game.tw-pddl
L3-experiment-student-inj-cold,76,pick_clean_then_place,0,49,23,0,0,386.9,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Bowl-None-Cabinet-10/trial_T20190909_061232_368489/game.tw-pddl
L3-experiment-student-inj-cold,77,pick_cool_then_place,0,49,9,0,0,234.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_121559_082363/game.tw-pddl
L3-experiment-student-inj-cold,78,pick_clean_then_place,0,49,11,0,0,221.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Spatula-None-Drawer-10/trial_T20190907_080730_211959/game.tw-pddl
L3-experiment-student-inj-cold,79,pick_clean_then_place,0,49,25,0,0,278.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_221300_362511/game.tw-pddl
L3-experiment-student-inj-cold,80,pick_clean_then_place,0,49,23,0,0,235.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Spatula-None-Drawer-10/trial_T20190907_080825_222432/game.tw-pddl
L3-experiment-student-inj-cold,81,pick_and_place,0,49,41,0,0,238.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-Watch-None-Safe-219/trial_T20190907_074643_810052/game.tw-pddl
L3-experiment-student-inj-cold,82,look_at_obj,1,32,5,0,0,337.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Pencil-None-DeskLamp-308/trial_T20190908_220604_010430/game.tw-pddl
L3-experiment-student-inj-cold,83,pick_clean_then_place,0,49,8,0,0,252.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Cloth-None-Cabinet-424/trial_T20190908_022321_380927/game.tw-pddl
L3-experiment-student-inj-cold,84,pick_and_place,0,49,19,0,0,201.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SaltShaker-None-Drawer-10/trial_T20190909_021650_880235/game.tw-pddl
L3-experiment-student-inj-cold,85,pick_two_obj,0,49,43,0,0,311.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_two_obj_and_place-CD-None-Safe-308/trial_T20190907_050942_897916/game.tw-pddl
L3-experiment-student-inj-cold,86,pick_heat_then_place,0,49,5,0,0,275.0,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Apple-None-GarbageCan-10/trial_T20190908_145143_820541/game.tw-pddl
L3-experiment-student-inj-cold,87,look_at_obj,0,49,6,0,0,281.1,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Mug-None-DeskLamp-308/trial_T20190908_201421_021646/game.tw-pddl
L3-experiment-student-inj-cold,88,pick_cool_then_place,0,49,8,0,0,228.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_114656_768805/game.tw-pddl
L3-experiment-student-inj-cold,89,pick_heat_then_place,0,49,9,0,0,297.4,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Apple-None-Fridge-10/trial_T20190906_182353_418140/game.tw-pddl
L3-experiment-student-inj-cold,90,pick_and_place,0,49,30,0,0,160.8,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_and_place_simple-SaltShaker-None-Cabinet-10/trial_T20190906_191445_723170/game.tw-pddl
L3-experiment-student-inj-cold,91,pick_clean_then_place,0,49,15,0,0,238.2,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Cloth-None-Cabinet-424/trial_T20190908_022436_073995/game.tw-pddl
L3-experiment-student-inj-cold,92,pick_clean_then_place,0,49,9,0,0,237.5,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Pan-None-CounterTop-10/trial_T20190908_032543_712058/game.tw-pddl
L3-experiment-student-inj-cold,93,pick_clean_then_place,0,49,6,0,0,329.7,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_clean_then_place_in_recep-Spatula-None-Drawer-10/trial_T20190907_080800_275989/game.tw-pddl
L3-experiment-student-inj-cold,94,look_at_obj,1,30,6,0,0,239.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/look_at_obj_in_light-Mug-None-DeskLamp-308/trial_T20190908_201444_037645/game.tw-pddl
L3-experiment-student-inj-cold,95,pick_cool_then_place,0,49,8,0,0,279.3,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_cool_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_121710_650938/game.tw-pddl
L3-experiment-student-inj-cold,96,pick_heat_then_place,0,49,21,0,0,263.5,/Users/turbineyan/workspace/01-repo/03-agents/Turbo-pi/packages/agent-server/eval/alfworld_data/json_2.1.1/valid_unseen/pick_heat_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_021100_341887/game.tw-pddl
