request_id,ts,model,stream,retrieved_count,retrieved_ids,retrieved_kinds,hit,finish_reason,prompt_tokens,completion_tokens,latency_ms,error
req-48t,2026-08-03T12:29:01.643Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-877b23815e22025a"",""exp-34e3b89e65b15b74"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,1839,
req-48u,2026-08-03T12:29:03.534Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,1767,
req-48v,2026-08-03T12:29:05.353Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2091,
req-48w,2026-08-03T12:29:07.486Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2601,
req-48x,2026-08-03T12:29:10.124Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2426,
req-48y,2026-08-03T12:29:12.595Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2623,
req-48z,2026-08-03T12:29:15.273Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2976,
req-490,2026-08-03T12:29:18.276Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2662,
req-491,2026-08-03T12:29:20.983Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2323,
req-492,2026-08-03T12:29:23.338Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2388,
req-493,2026-08-03T12:29:25.761Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,3061,
req-494,2026-08-03T12:29:28.859Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,2674,
req-495,2026-08-03T12:29:31.585Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,3456,
req-496,2026-08-03T12:29:35.082Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""exp-877b23815e22025a"",""exp-ff7d844c0bdca28e"",""ev-157a481c66267629""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null""]",1,stop,0,0,4351,
req-497,2026-08-03T12:29:39.487Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,12353,
req-498,2026-08-03T12:29:51.879Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4561,
req-499,2026-08-03T12:29:56.475Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,3255,
req-49a,2026-08-03T12:29:59.775Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-63c66aa29e38a7ed"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4505,
req-49b,2026-08-03T12:30:04.330Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,13436,
req-49c,2026-08-03T12:30:17.809Z,deepseek-v4-flash,1,8,"[""exp-919231299074f891"",""exp-18a72880fb9d6f39"",""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5058,
req-49d,2026-08-03T12:30:22.933Z,deepseek-v4-flash,1,8,"[""exp-d75d73c78ed329cb"",""exp-34e3b89e65b15b74"",""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4""]","[""EVIDENCE:Workflow"",""EVIDENCE:Workflow"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,13742,
req-49e,2026-08-03T12:30:36.720Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-67d568c662e9d08a"",""ev-71435fb518930787""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,12942,
req-49f,2026-08-03T12:30:49.708Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-67d568c662e9d08a"",""ev-71435fb518930787""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,3758,
req-49g,2026-08-03T12:30:53.480Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-67d568c662e9d08a"",""ev-71435fb518930787""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,3928,
req-49h,2026-08-03T12:30:57.455Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-67d568c662e9d08a"",""ev-71435fb518930787""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,3918,
req-49i,2026-08-03T12:31:01.419Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-67d568c662e9d08a"",""ev-71435fb518930787""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4057,
req-49j,2026-08-03T12:31:05.524Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-67d568c662e9d08a"",""ev-71435fb518930787""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4231,
req-49k,2026-08-03T12:31:09.786Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-67d568c662e9d08a"",""ev-71435fb518930787""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4257,
req-49l,2026-08-03T12:31:14.095Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,13551,
req-49m,2026-08-03T12:31:27.697Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4387,
req-49n,2026-08-03T12:31:32.114Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4554,
req-49o,2026-08-03T12:31:36.721Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4698,
req-49p,2026-08-03T12:31:41.454Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4685,
req-49q,2026-08-03T12:31:46.183Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4836,
req-49r,2026-08-03T12:31:51.064Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,4941,
req-49s,2026-08-03T12:31:56.036Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5212,
req-49t,2026-08-03T12:32:01.291Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5115,
req-49u,2026-08-03T12:32:06.449Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5169,
req-49v,2026-08-03T12:32:11.664Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5318,
req-49w,2026-08-03T12:32:17.017Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5478,
req-49x,2026-08-03T12:32:22.536Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5490,
req-49y,2026-08-03T12:32:28.077Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5604,
req-49z,2026-08-03T12:32:33.712Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5759,
req-4a0,2026-08-03T12:32:39.505Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5790,
req-4a1,2026-08-03T12:32:45.338Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5918,
req-4a2,2026-08-03T12:32:51.299Z,deepseek-v4-flash,1,8,"[""ev-450040b67fc480ce"",""ev-628638bb7594f069"",""ev-157a481c66267629"",""ev-45a38cbe4194237c"",""ev-725d6d7248370563"",""ev-0fd78b3f267c0ac4"",""ev-cb455e8c9deb4b02"",""ev-67d568c662e9d08a""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,6078,
req-4a3,2026-08-03T12:32:57.825Z,deepseek-v4-flash,1,8,"[""ev-892e75bea953d1df"",""ev-0fd78b3f267c0ac4"",""ev-45a38cbe4194237c"",""ev-157a481c66267629"",""ev-d2442128cc7afe72"",""ev-e587e264f49bcba8"",""ev-628638bb7594f069"",""ev-8b80bd9ed6727c19""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,10654,
req-4a4,2026-08-03T12:33:08.532Z,deepseek-v4-flash,1,8,"[""ev-892e75bea953d1df"",""ev-0fd78b3f267c0ac4"",""ev-45a38cbe4194237c"",""ev-157a481c66267629"",""ev-d2442128cc7afe72"",""ev-e587e264f49bcba8"",""ev-628638bb7594f069"",""ev-8b80bd9ed6727c19""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,5040,
req-4a5,2026-08-03T12:33:13.622Z,deepseek-v4-flash,1,8,"[""ev-892e75bea953d1df"",""ev-0fd78b3f267c0ac4"",""ev-45a38cbe4194237c"",""ev-157a481c66267629"",""ev-725d6d7248370563"",""ev-adf8d57a357bd95c"",""ev-bbadfa00dfca090f"",""ev-e12935dd57c3cd65""]","[""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null"",""EVIDENCE:null""]",1,stop,0,0,10526,
